Date	Machine	Compiler Flags	Buffer Size	Operation	Columns	DataType	Time	Time/BufSize
13-12-2017 09:41:05	ASUS Laptop		8	Multiply	0	char	55067069	688338362.5
13-12-2017 09:41:06	ASUS Laptop		8.5	Sum	1700	char	136765	1609000
13-12-2017 09:41:30	ASUS Laptop		8.5	Multiply	0	char	60835735	715714529.4
13-12-2017 09:41:31	ASUS Laptop		9	Sum	1800	char	151330	1681444.444
13-12-2017 09:41:57	ASUS Laptop		9	Multiply	0	char	65030168	722557422.2
13-12-2017 09:41:58	ASUS Laptop		9.5	Sum	1900	char	154551	1626852.632
13-12-2017 09:42:26	ASUS Laptop		9.5	Multiply	0	char	72102288	758971452.6
13-12-2017 09:42:27	ASUS Laptop		10	Sum	2000	char	160171	1601710
13-12-2017 09:42:58	ASUS Laptop		10	Multiply	0	char	78920142	789201420
13-12-2017 09:44:41	ASUS Laptop		0.5	Sum	100	char	6778	1355600
13-12-2017 09:44:41	ASUS Laptop		0.5	Multiply	0	char	559779	111955800
13-12-2017 09:44:41	ASUS Laptop		1	Sum	200	char	15063	1506300
13-12-2017 09:44:42	ASUS Laptop		1	Multiply	0	char	1729374	172937400
13-12-2017 09:44:42	ASUS Laptop		1.5	Sum	300	char	23728	1581866.667
13-12-2017 09:44:43	ASUS Laptop		1.5	Multiply	0	char	3488224	232548266.7
13-12-2017 09:44:43	ASUS Laptop		2	Sum	400	char	31063	1553150
13-12-2017 09:44:46	ASUS Laptop		2	Multiply	0	char	6530193	326509650
13-12-2017 09:44:46	ASUS Laptop		2.5	Sum	500	char	38911	1556440
13-12-2017 09:44:50	ASUS Laptop		2.5	Multiply	0	char	9519005	380760200
13-12-2017 09:44:50	ASUS Laptop		3	Sum	600	char	43130	1437666.667
13-12-2017 09:44:54	ASUS Laptop		3	Multiply	0	char	10070090	335669666.7
13-12-2017 09:44:55	ASUS Laptop		3.5	Sum	700	char	54139	1546828.571
13-12-2017 09:45:00	ASUS Laptop		3.5	Multiply	0	char	13557996	387371314.3
13-12-2017 09:45:00	ASUS Laptop		4	Sum	800	char	60702	1517550
13-12-2017 09:45:07	ASUS Laptop		4	Multiply	0	char	16257068	406426700
13-12-2017 09:45:07	ASUS Laptop		4.5	Sum	900	char	67816	1507022.222
13-12-2017 09:45:15	ASUS Laptop		4.5	Multiply	0	char	19039154	423092311.1
13-12-2017 09:45:15	ASUS Laptop		5	Sum	1000	char	71800	1436000
13-12-2017 09:45:25	ASUS Laptop		5	Multiply	0	char	25789697	515793940
13-12-2017 09:45:26	ASUS Laptop		5.5	Sum	1100	char	82847	1506309.091
13-12-2017 09:45:36	ASUS Laptop		5.5	Multiply	0	char	26276154	477748254.5
13-12-2017 09:45:37	ASUS Laptop		6	Sum	1200	char	87295	1454916.667
13-12-2017 09:45:50	ASUS Laptop		6	Multiply	0	char	33363313	556055216.7
13-12-2017 09:45:51	ASUS Laptop		6.5	Sum	1300	char	104414	1606369.231
13-12-2017 09:46:07	ASUS Laptop		6.5	Multiply	0	char	41413452	637130030.8
13-12-2017 09:46:08	ASUS Laptop		7	Sum	1400	char	112855	1612214.286
13-12-2017 09:46:26	ASUS Laptop		7	Multiply	0	char	44827182	640388314.3
13-12-2017 09:46:26	ASUS Laptop		7.5	Sum	1500	char	120145	1601933.333
13-12-2017 09:46:46	ASUS Laptop		7.5	Multiply	0	char	49820735	664276466.7
13-12-2017 09:46:47	ASUS Laptop		8	Sum	1600	char	129424	1617800
13-12-2017 09:47:09	ASUS Laptop		8	Multiply	0	char	54873948	685924350
13-12-2017 09:47:09	ASUS Laptop		8.5	Sum	1700	char	138824	1633223.529
13-12-2017 09:47:34	ASUS Laptop		8.5	Multiply	0	char	61098981	718811541.2
13-12-2017 09:47:35	ASUS Laptop		9	Sum	1800	char	149718	1663533.333
13-12-2017 09:48:01	ASUS Laptop		9	Multiply	0	char	66065953	734066144.4
13-12-2017 09:48:02	ASUS Laptop		9.5	Sum	1900	char	155627	1638178.947
13-12-2017 09:48:30	ASUS Laptop		9.5	Multiply	0	char	72379141	761885694.7
13-12-2017 09:48:31	ASUS Laptop		10	Sum	2000	char	160069	1600690
13-12-2017 09:49:02	ASUS Laptop		10	Multiply	0	char	78770452	787704520
13-12-2017 09:50:45	ASUS Laptop		0.5	Sum	100	char	6797	1359400
13-12-2017 09:50:45	ASUS Laptop		0.5	Multiply	0	char	550283	110056600
13-12-2017 09:50:45	ASUS Laptop		1	Sum	200	char	14912	1491200
13-12-2017 09:50:46	ASUS Laptop		1	Multiply	0	char	1730181	173018100
13-12-2017 09:50:46	ASUS Laptop		1.5	Sum	300	char	21777	1451800
13-12-2017 09:50:47	ASUS Laptop		1.5	Multiply	0	char	3487578	232505200
13-12-2017 09:50:47	ASUS Laptop		2	Sum	400	char	28609	1430450
13-12-2017 09:50:50	ASUS Laptop		2	Multiply	0	char	6606224	330311200
13-12-2017 09:50:50	ASUS Laptop		2.5	Sum	500	char	38773	1550920
13-12-2017 09:50:54	ASUS Laptop		2.5	Multiply	0	char	9436759	377470360
13-12-2017 09:50:54	ASUS Laptop		3	Sum	600	char	46856	1561866.667
13-12-2017 09:50:58	ASUS Laptop		3	Multiply	0	char	10036687	334556233.3
13-12-2017 09:50:58	ASUS Laptop		3.5	Sum	700	char	50123	1432085.714
13-12-2017 09:51:04	ASUS Laptop		3.5	Multiply	0	char	13563269	387521971.4
13-12-2017 09:51:04	ASUS Laptop		4	Sum	800	char	60796	1519900
13-12-2017 09:51:11	ASUS Laptop		4	Multiply	0	char	16245738	406143450
13-12-2017 09:51:11	ASUS Laptop		4.5	Sum	900	char	68367	1519266.667
13-12-2017 09:51:19	ASUS Laptop		4.5	Multiply	0	char	18891885	419819666.7
13-12-2017 09:51:19	ASUS Laptop		5	Sum	1000	char	71759	1435180
13-12-2017 09:51:29	ASUS Laptop		5	Multiply	0	char	25498499	509969980
13-12-2017 09:51:30	ASUS Laptop		5.5	Sum	1100	char	79285	1441545.455
13-12-2017 09:51:40	ASUS Laptop		5.5	Multiply	0	char	26303616	478247563.6
13-12-2017 09:51:41	ASUS Laptop		6	Sum	1200	char	86993	1449883.333
13-12-2017 09:51:54	ASUS Laptop		6	Multiply	0	char	33315912	555265200
13-12-2017 09:51:54	ASUS Laptop		6.5	Sum	1300	char	101302	1558492.308
13-12-2017 09:52:11	ASUS Laptop		6.5	Multiply	0	char	40930882	629705876.9
13-12-2017 09:52:11	ASUS Laptop		7	Sum	1400	char	110798	1582828.571
13-12-2017 09:52:29	ASUS Laptop		7	Multiply	0	char	44930952	641870742.9
13-12-2017 09:52:30	ASUS Laptop		7.5	Sum	1500	char	120529	1607053.333
13-12-2017 09:52:49	ASUS Laptop		7.5	Multiply	0	char	49464453	659526040
13-12-2017 09:52:50	ASUS Laptop		8	Sum	1600	char	128226	1602825
13-12-2017 09:53:12	ASUS Laptop		8	Multiply	0	char	55576047	694700587.5
13-12-2017 09:53:13	ASUS Laptop		8.5	Sum	1700	char	137058	1612447.059
13-12-2017 09:53:37	ASUS Laptop		8.5	Multiply	0	char	60749879	714704458.8
13-12-2017 09:53:38	ASUS Laptop		9	Sum	1800	char	149510	1661222.222
13-12-2017 09:54:04	ASUS Laptop		9	Multiply	0	char	66056090	733956555.6
13-12-2017 09:54:05	ASUS Laptop		9.5	Sum	1900	char	155658	1638505.263
13-12-2017 09:54:34	ASUS Laptop		9.5	Multiply	0	char	73012388	768551452.6
13-12-2017 09:54:35	ASUS Laptop		10	Sum	2000	char	160472	1604720
13-12-2017 09:55:06	ASUS Laptop		10	Multiply	0	char	79198649	791986490
13-12-2017 09:56:48	ASUS Laptop		0.5	Sum	100	char	6789	1357800
13-12-2017 09:56:48	ASUS Laptop		0.5	Multiply	0	char	548298	109659600
13-12-2017 09:56:48	ASUS Laptop		1	Sum	200	char	14157	1415700
13-12-2017 09:56:49	ASUS Laptop		1	Multiply	0	char	1725798	172579800
13-12-2017 09:56:49	ASUS Laptop		1.5	Sum	300	char	21645	1443000
13-12-2017 09:56:51	ASUS Laptop		1.5	Multiply	0	char	3470341	231356066.7
13-12-2017 09:56:51	ASUS Laptop		2	Sum	400	char	28639	1431950
13-12-2017 09:56:53	ASUS Laptop		2	Multiply	0	char	6516614	325830700
13-12-2017 09:56:54	ASUS Laptop		2.5	Sum	500	char	35892	1435680
13-12-2017 09:56:57	ASUS Laptop		2.5	Multiply	0	char	9429233	377169320
13-12-2017 09:56:58	ASUS Laptop		3	Sum	600	char	46812	1560400
13-12-2017 09:57:02	ASUS Laptop		3	Multiply	0	char	10094873	336495766.7
13-12-2017 09:57:02	ASUS Laptop		3.5	Sum	700	char	54883	1568085.714
13-12-2017 09:57:07	ASUS Laptop		3.5	Multiply	0	char	13557549	387358542.9
13-12-2017 09:57:08	ASUS Laptop		4	Sum	800	char	60568	1514200
13-12-2017 09:57:14	ASUS Laptop		4	Multiply	0	char	16266011	406650275
13-12-2017 09:57:15	ASUS Laptop		4.5	Sum	900	char	68204	1515644.444
13-12-2017 09:57:22	ASUS Laptop		4.5	Multiply	0	char	18974118	421647066.7
13-12-2017 09:57:23	ASUS Laptop		5	Sum	1000	char	74631	1492620
13-12-2017 09:57:33	ASUS Laptop		5	Multiply	0	char	25734717	514694340
13-12-2017 09:57:33	ASUS Laptop		5.5	Sum	1100	char	83053	1510054.545
13-12-2017 09:57:44	ASUS Laptop		5.5	Multiply	0	char	26430480	480554181.8
13-12-2017 09:57:44	ASUS Laptop		6	Sum	1200	char	91752	1529200
13-12-2017 09:57:57	ASUS Laptop		6	Multiply	0	char	33387602	556460033.3
13-12-2017 09:57:58	ASUS Laptop		6.5	Sum	1300	char	103135	1586692.308
13-12-2017 09:58:15	ASUS Laptop		6.5	Multiply	0	char	41559991	639384476.9
13-12-2017 09:58:15	ASUS Laptop		7	Sum	1400	char	113432	1620457.143
13-12-2017 09:58:33	ASUS Laptop		7	Multiply	0	char	44882558	641179400
13-12-2017 09:58:34	ASUS Laptop		7.5	Sum	1500	char	120683	1609106.667
13-12-2017 09:58:53	ASUS Laptop		7.5	Multiply	0	char	49104519	654726920
13-12-2017 09:58:54	ASUS Laptop		8	Sum	1600	char	128518	1606475
13-12-2017 09:59:16	ASUS Laptop		8	Multiply	0	char	55181443	689768037.5
13-12-2017 09:59:17	ASUS Laptop		8.5	Sum	1700	char	138228	1626211.765
13-12-2017 09:59:41	ASUS Laptop		8.5	Multiply	0	char	61197119	719966105.9
13-12-2017 09:59:42	ASUS Laptop		9	Sum	1800	char	151363	1681811.111
13-12-2017 10:00:08	ASUS Laptop		9	Multiply	0	char	65464196	727379955.6
13-12-2017 10:00:09	ASUS Laptop		9.5	Sum	1900	char	156031	1642431.579
13-12-2017 10:00:37	ASUS Laptop		9.5	Multiply	0	char	72646620	764701263.2
13-12-2017 10:00:38	ASUS Laptop		10	Sum	2000	char	161836	1618360
13-12-2017 10:01:10	ASUS Laptop		10	Multiply	0	char	79955018	799550180
13-12-2017 10:02:52	ASUS Laptop		0.5	Sum	100	char	6809	1361800
13-12-2017 10:02:52	ASUS Laptop		0.5	Multiply	0	char	558074	111614800
13-12-2017 10:02:53	ASUS Laptop		1	Sum	200	char	15036	1503600
13-12-2017 10:02:53	ASUS Laptop		1	Multiply	0	char	1732075	173207500
13-12-2017 10:02:53	ASUS Laptop		1.5	Sum	300	char	21695	1446333.333
13-12-2017 10:02:55	ASUS Laptop		1.5	Multiply	0	char	3492433	232828866.7
13-12-2017 10:02:55	ASUS Laptop		2	Sum	400	char	30994	1549700
13-12-2017 10:02:58	ASUS Laptop		2	Multiply	0	char	6619932	330996600
13-12-2017 10:02:58	ASUS Laptop		2.5	Sum	500	char	38701	1548040
13-12-2017 10:03:02	ASUS Laptop		2.5	Multiply	0	char	9690314	387612560
13-12-2017 10:03:02	ASUS Laptop		3	Sum	600	char	46851	1561700
13-12-2017 10:03:06	ASUS Laptop		3	Multiply	0	char	10073287	335776233.3
13-12-2017 10:03:06	ASUS Laptop		3.5	Sum	700	char	54196	1548457.143
13-12-2017 10:03:12	ASUS Laptop		3.5	Multiply	0	char	13534742	386706914.3
13-12-2017 10:03:12	ASUS Laptop		4	Sum	800	char	60815	1520375
13-12-2017 10:03:18	ASUS Laptop		4	Multiply	0	char	16275387	406884675
13-12-2017 10:03:19	ASUS Laptop		4.5	Sum	900	char	68245	1516555.556
13-12-2017 10:03:26	ASUS Laptop		4.5	Multiply	0	char	18978543	421745400
13-12-2017 10:03:27	ASUS Laptop		5	Sum	1000	char	74929	1498580
13-12-2017 10:03:37	ASUS Laptop		5	Multiply	0	char	25809782	516195640
13-12-2017 10:03:38	ASUS Laptop		5.5	Sum	1100	char	83130	1511454.545
13-12-2017 10:03:48	ASUS Laptop		5.5	Multiply	0	char	26418934	480344254.5
13-12-2017 10:03:49	ASUS Laptop		6	Sum	1200	char	87268	1454466.667
13-12-2017 10:04:02	ASUS Laptop		6	Multiply	0	char	32790211	546503516.7
13-12-2017 10:04:02	ASUS Laptop		6.5	Sum	1300	char	101059	1554753.846
13-12-2017 10:04:19	ASUS Laptop		6.5	Multiply	0	char	41248028	634585046.2
13-12-2017 10:04:19	ASUS Laptop		7	Sum	1400	char	113416	1620228.571
13-12-2017 10:04:37	ASUS Laptop		7	Multiply	0	char	44844558	640636542.9
13-12-2017 10:04:38	ASUS Laptop		7.5	Sum	1500	char	120625	1608333.333
13-12-2017 10:04:57	ASUS Laptop		7.5	Multiply	0	char	49724741	662996546.7
13-12-2017 10:04:58	ASUS Laptop		8	Sum	1600	char	129676	1620950
13-12-2017 10:05:20	ASUS Laptop		8	Multiply	0	char	55816238	697702975
13-12-2017 10:05:21	ASUS Laptop		8.5	Sum	1700	char	138372	1627905.882
13-12-2017 10:05:45	ASUS Laptop		8.5	Multiply	0	char	61189424	719875576.5
13-12-2017 10:05:46	ASUS Laptop		9	Sum	1800	char	151434	1682600
13-12-2017 10:06:12	ASUS Laptop		9	Multiply	0	char	65458071	727311900
13-12-2017 10:06:13	ASUS Laptop		9.5	Sum	1900	char	154892	1630442.105
13-12-2017 10:06:42	ASUS Laptop		9.5	Multiply	0	char	72712109	765390621.1
13-12-2017 10:06:43	ASUS Laptop		10	Sum	2000	char	159974	1599740
13-12-2017 10:07:14	ASUS Laptop		10	Multiply	0	char	78593480	785934800
13-12-2017 10:08:56	ASUS Laptop		0.5	Sum	100	char	6844	1368800
13-12-2017 10:08:56	ASUS Laptop		0.5	Multiply	0	char	545628	109125600
13-12-2017 10:08:56	ASUS Laptop		1	Sum	200	char	14844	1484400
13-12-2017 10:08:57	ASUS Laptop		1	Multiply	0	char	1745487	174548700
13-12-2017 10:08:57	ASUS Laptop		1.5	Sum	300	char	23329	1555266.667
13-12-2017 10:08:59	ASUS Laptop		1.5	Multiply	0	char	3485234	232348933.3
13-12-2017 10:08:59	ASUS Laptop		2	Sum	400	char	28934	1446700
13-12-2017 10:09:01	ASUS Laptop		2	Multiply	0	char	6626646	331332300
13-12-2017 10:09:02	ASUS Laptop		2.5	Sum	500	char	38843	1553720
13-12-2017 10:09:05	ASUS Laptop		2.5	Multiply	0	char	9692924	387716960
13-12-2017 10:09:06	ASUS Laptop		3	Sum	600	char	46912	1563733.333
13-12-2017 10:09:10	ASUS Laptop		3	Multiply	0	char	10087915	336263833.3
13-12-2017 10:09:10	ASUS Laptop		3.5	Sum	700	char	54561	1558885.714
13-12-2017 10:09:15	ASUS Laptop		3.5	Multiply	0	char	13522654	386361542.9
13-12-2017 10:09:16	ASUS Laptop		4	Sum	800	char	60706	1517650
13-12-2017 10:09:22	ASUS Laptop		4	Multiply	0	char	16254274	406356850
13-12-2017 10:09:23	ASUS Laptop		4.5	Sum	900	char	68336	1518577.778
13-12-2017 10:09:30	ASUS Laptop		4.5	Multiply	0	char	19064592	423657600
13-12-2017 10:09:31	ASUS Laptop		5	Sum	1000	char	71706	1434120
13-12-2017 10:09:41	ASUS Laptop		5	Multiply	0	char	25750489	515009780
13-12-2017 10:09:41	ASUS Laptop		5.5	Sum	1100	char	84021	1527654.545
13-12-2017 10:09:52	ASUS Laptop		5.5	Multiply	0	char	26428175	480512272.7
13-12-2017 10:09:52	ASUS Laptop		6	Sum	1200	char	90601	1510016.667
13-12-2017 10:10:06	ASUS Laptop		6	Multiply	0	char	33411157	556852616.7
13-12-2017 10:10:06	ASUS Laptop		6.5	Sum	1300	char	104339	1605215.385
13-12-2017 10:10:23	ASUS Laptop		6.5	Multiply	0	char	41549314	639220215.4
13-12-2017 10:10:24	ASUS Laptop		7	Sum	1400	char	113292	1618457.143
13-12-2017 10:10:41	ASUS Laptop		7	Multiply	0	char	44949726	642138942.9
13-12-2017 10:10:42	ASUS Laptop		7.5	Sum	1500	char	119880	1598400
13-12-2017 10:11:02	ASUS Laptop		7.5	Multiply	0	char	49842679	664569053.3
13-12-2017 10:11:03	ASUS Laptop		8	Sum	1600	char	129428	1617850
13-12-2017 10:11:25	ASUS Laptop		8	Multiply	0	char	55754744	696934300
13-12-2017 10:11:25	ASUS Laptop		8.5	Sum	1700	char	138605	1630647.059
13-12-2017 10:11:49	ASUS Laptop		8.5	Multiply	0	char	60179988	707999858.8
13-12-2017 10:11:50	ASUS Laptop		9	Sum	1800	char	149395	1659944.444
13-12-2017 10:12:16	ASUS Laptop		9	Multiply	0	char	65889541	732106011.1
13-12-2017 10:12:17	ASUS Laptop		9.5	Sum	1900	char	155286	1634589.474
13-12-2017 10:12:46	ASUS Laptop		9.5	Multiply	0	char	72988228	768297136.8
13-12-2017 10:12:47	ASUS Laptop		10	Sum	2000	char	161765	1617650
13-12-2017 10:13:18	ASUS Laptop		10	Multiply	0	char	79074759	790747590
13-12-2017 10:15:01	ASUS Laptop		0.5	Sum	100	char	6815	1363000
13-12-2017 10:15:01	ASUS Laptop		0.5	Multiply	0	char	560586	112117200
13-12-2017 10:15:01	ASUS Laptop		1	Sum	200	char	14847	1484700
13-12-2017 10:15:02	ASUS Laptop		1	Multiply	0	char	1736650	173665000
13-12-2017 10:15:02	ASUS Laptop		1.5	Sum	300	char	23506	1567066.667
13-12-2017 10:15:03	ASUS Laptop		1.5	Multiply	0	char	3483735	232249000
13-12-2017 10:15:03	ASUS Laptop		2	Sum	400	char	31028	1551400
13-12-2017 10:15:06	ASUS Laptop		2	Multiply	0	char	6622477	331123850
13-12-2017 10:15:06	ASUS Laptop		2.5	Sum	500	char	38856	1554240
13-12-2017 10:15:10	ASUS Laptop		2.5	Multiply	0	char	9706153	388246120
13-12-2017 10:15:10	ASUS Laptop		3	Sum	600	char	45763	1525433.333
13-12-2017 10:15:14	ASUS Laptop		3	Multiply	0	char	10057035	335234500
13-12-2017 10:15:15	ASUS Laptop		3.5	Sum	700	char	53890	1539714.286
13-12-2017 10:15:20	ASUS Laptop		3.5	Multiply	0	char	13531461	386613171.4
13-12-2017 10:15:21	ASUS Laptop		4	Sum	800	char	60655	1516375
13-12-2017 10:15:27	ASUS Laptop		4	Multiply	0	char	16269395	406734875
13-12-2017 10:15:27	ASUS Laptop		4.5	Sum	900	char	68504	1522311.111
13-12-2017 10:15:35	ASUS Laptop		4.5	Multiply	0	char	19005266	422339244.4
13-12-2017 10:15:35	ASUS Laptop		5	Sum	1000	char	75270	1505400
13-12-2017 10:15:46	ASUS Laptop		5	Multiply	0	char	25747310	514946200
13-12-2017 10:15:46	ASUS Laptop		5.5	Sum	1100	char	82836	1506109.091
13-12-2017 10:15:57	ASUS Laptop		5.5	Multiply	0	char	26469327	481260490.9
13-12-2017 10:15:57	ASUS Laptop		6	Sum	1200	char	91273	1521216.667
13-12-2017 10:16:10	ASUS Laptop		6	Multiply	0	char	33359688	555994800
13-12-2017 10:16:11	ASUS Laptop		6.5	Sum	1300	char	104299	1604600
13-12-2017 10:16:27	ASUS Laptop		6.5	Multiply	0	char	41549471	639222630.8
13-12-2017 10:16:28	ASUS Laptop		7	Sum	1400	char	113206	1617228.571
13-12-2017 10:16:46	ASUS Laptop		7	Multiply	0	char	44658134	637973342.9
13-12-2017 10:16:47	ASUS Laptop		7.5	Sum	1500	char	120785	1610466.667
13-12-2017 10:17:06	ASUS Laptop		7.5	Multiply	0	char	49540763	660543506.7
13-12-2017 10:17:07	ASUS Laptop		8	Sum	1600	char	129485	1618562.5
13-12-2017 10:17:29	ASUS Laptop		8	Multiply	0	char	55619675	695245937.5
13-12-2017 10:17:30	ASUS Laptop		8.5	Sum	1700	char	138309	1627164.706
13-12-2017 10:17:54	ASUS Laptop		8.5	Multiply	0	char	61136617	719254317.6
13-12-2017 10:17:55	ASUS Laptop		9	Sum	1800	char	151078	1678644.444
13-12-2017 10:18:21	ASUS Laptop		9	Multiply	0	char	65297793	725531033.3
13-12-2017 10:18:22	ASUS Laptop		9.5	Sum	1900	char	156131	1643484.211
13-12-2017 10:18:50	ASUS Laptop		9.5	Multiply	0	char	72377853	761872136.8
13-12-2017 10:18:51	ASUS Laptop		10	Sum	2000	char	162200	1622000
13-12-2017 10:19:23	ASUS Laptop		10	Multiply	0	char	79670162	796701620
13-12-2017 10:21:22	ASUS Laptop		0.5	Sum	100	char	6840	1368000
13-12-2017 10:21:22	ASUS Laptop		0.5	Multiply	0	char	546030	109206000
13-12-2017 10:21:22	ASUS Laptop		1	Sum	200	char	14030	1403000
13-12-2017 10:21:23	ASUS Laptop		1	Multiply	0	char	1755509	175550900
13-12-2017 10:21:23	ASUS Laptop		1.5	Sum	300	char	21641	1442733.333
13-12-2017 10:21:24	ASUS Laptop		1.5	Multiply	0	char	3476974	231798266.7
13-12-2017 10:21:25	ASUS Laptop		2	Sum	400	char	28933	1446650
13-12-2017 10:21:27	ASUS Laptop		2	Multiply	0	char	6533456	326672800
13-12-2017 10:21:27	ASUS Laptop		2.5	Sum	500	char	35997	1439880
13-12-2017 10:21:31	ASUS Laptop		2.5	Multiply	0	char	9420414	376816560
13-12-2017 10:21:31	ASUS Laptop		3	Sum	600	char	43299	1443300
13-12-2017 10:21:35	ASUS Laptop		3	Multiply	0	char	10068229	335607633.3
13-12-2017 10:21:36	ASUS Laptop		3.5	Sum	700	char	53850	1538571.429
13-12-2017 10:21:41	ASUS Laptop		3.5	Multiply	0	char	13521070	386316285.7
13-12-2017 10:21:41	ASUS Laptop		4	Sum	800	char	61413	1535325
13-12-2017 10:21:48	ASUS Laptop		4	Multiply	0	char	16238889	405972225
13-12-2017 10:21:48	ASUS Laptop		4.5	Sum	900	char	68135	1514111.111
13-12-2017 10:21:56	ASUS Laptop		4.5	Multiply	0	char	18942132	420936266.7
13-12-2017 10:21:56	ASUS Laptop		5	Sum	1000	char	71929	1438580
13-12-2017 10:22:06	ASUS Laptop		5	Multiply	0	char	25768593	515371860
13-12-2017 10:22:07	ASUS Laptop		5.5	Sum	1100	char	82734	1504254.545
13-12-2017 10:22:17	ASUS Laptop		5.5	Multiply	0	char	26381833	479669690.9
13-12-2017 10:22:18	ASUS Laptop		6	Sum	1200	char	90895	1514916.667
13-12-2017 10:22:31	ASUS Laptop		6	Multiply	0	char	33304254	555070900
13-12-2017 10:22:32	ASUS Laptop		6.5	Sum	1300	char	103786	1596707.692
13-12-2017 10:22:48	ASUS Laptop		6.5	Multiply	0	char	41407955	637045461.5
13-12-2017 10:22:49	ASUS Laptop		7	Sum	1400	char	112765	1610928.571
13-12-2017 10:23:07	ASUS Laptop		7	Multiply	0	char	44819156	640273657.1
13-12-2017 10:23:07	ASUS Laptop		7.5	Sum	1500	char	118660	1582133.333
13-12-2017 10:23:27	ASUS Laptop		7.5	Multiply	0	char	49091269	654550253.3
13-12-2017 10:23:28	ASUS Laptop		8	Sum	1600	char	129221	1615262.5
13-12-2017 10:23:50	ASUS Laptop		8	Multiply	0	char	55528640	694108000
13-12-2017 10:23:50	ASUS Laptop		8.5	Sum	1700	char	137998	1623505.882
13-12-2017 10:24:14	ASUS Laptop		8.5	Multiply	0	char	60547201	712320011.8
13-12-2017 10:24:15	ASUS Laptop		9	Sum	1800	char	146821	1631344.444
13-12-2017 10:24:41	ASUS Laptop		9	Multiply	0	char	65631376	729237511.1
13-12-2017 10:24:42	ASUS Laptop		9.5	Sum	1900	char	156009	1642200
13-12-2017 10:25:11	ASUS Laptop		9.5	Multiply	0	char	72312138	761180400
13-12-2017 10:25:12	ASUS Laptop		10	Sum	2000	char	161931	1619310
13-12-2017 10:25:43	ASUS Laptop		10	Multiply	0	char	79696431	796964310
13-12-2017 10:27:25	ASUS Laptop		0.5	Sum	100	char	6826	1365200
13-12-2017 10:27:25	ASUS Laptop		0.5	Multiply	0	char	550827	110165400
13-12-2017 10:27:25	ASUS Laptop		1	Sum	200	char	14908	1490800
13-12-2017 10:27:26	ASUS Laptop		1	Multiply	0	char	1738476	173847600
13-12-2017 10:27:26	ASUS Laptop		1.5	Sum	300	char	23328	1555200
13-12-2017 10:27:28	ASUS Laptop		1.5	Multiply	0	char	3492271	232818066.7
13-12-2017 10:27:28	ASUS Laptop		2	Sum	400	char	30945	1547250
13-12-2017 10:27:30	ASUS Laptop		2	Multiply	0	char	6625765	331288250
13-12-2017 10:27:31	ASUS Laptop		2.5	Sum	500	char	39145	1565800
13-12-2017 10:27:35	ASUS Laptop		2.5	Multiply	0	char	9657474	386298960
13-12-2017 10:27:35	ASUS Laptop		3	Sum	600	char	45058	1501933.333
13-12-2017 10:27:39	ASUS Laptop		3	Multiply	0	char	10075269	335842300
13-12-2017 10:27:39	ASUS Laptop		3.5	Sum	700	char	50286	1436742.857
13-12-2017 10:27:44	ASUS Laptop		3.5	Multiply	0	char	13530510	386586000
13-12-2017 10:27:45	ASUS Laptop		4	Sum	800	char	60724	1518100
13-12-2017 10:27:51	ASUS Laptop		4	Multiply	0	char	16244630	406115750
13-12-2017 10:27:52	ASUS Laptop		4.5	Sum	900	char	68708	1526844.444
13-12-2017 10:27:59	ASUS Laptop		4.5	Multiply	0	char	18886789	419706422.2
13-12-2017 10:28:00	ASUS Laptop		5	Sum	1000	char	73336	1466720
13-12-2017 10:28:10	ASUS Laptop		5	Multiply	0	char	25745820	514916400
13-12-2017 10:28:10	ASUS Laptop		5.5	Sum	1100	char	83550	1519090.909
13-12-2017 10:28:21	ASUS Laptop		5.5	Multiply	0	char	26452930	480962363.6
13-12-2017 10:28:21	ASUS Laptop		6	Sum	1200	char	87136	1452266.667
13-12-2017 10:28:34	ASUS Laptop		6	Multiply	0	char	32859053	547650883.3
13-12-2017 10:28:35	ASUS Laptop		6.5	Sum	1300	char	100960	1553230.769
13-12-2017 10:28:51	ASUS Laptop		6.5	Multiply	0	char	40730912	626629415.4
13-12-2017 10:28:52	ASUS Laptop		7	Sum	1400	char	110638	1580542.857
13-12-2017 10:29:09	ASUS Laptop		7	Multiply	0	char	44015644	628794914.3
13-12-2017 10:29:10	ASUS Laptop		7.5	Sum	1500	char	118893	1585240
13-12-2017 10:29:29	ASUS Laptop		7.5	Multiply	0	char	49261515	656820200
13-12-2017 10:29:30	ASUS Laptop		8	Sum	1600	char	128470	1605875
13-12-2017 10:29:52	ASUS Laptop		8	Multiply	0	char	55107397	688842462.5
13-12-2017 10:29:53	ASUS Laptop		8.5	Sum	1700	char	137169	1613752.941
13-12-2017 10:30:17	ASUS Laptop		8.5	Multiply	0	char	60354161	710048952.9
13-12-2017 10:30:18	ASUS Laptop		9	Sum	1800	char	146627	1629188.889
13-12-2017 10:30:44	ASUS Laptop		9	Multiply	0	char	65893388	732148755.6
13-12-2017 10:30:45	ASUS Laptop		9.5	Sum	1900	char	155089	1632515.789
13-12-2017 10:31:14	ASUS Laptop		9.5	Multiply	0	char	73176746	770281536.8
13-12-2017 10:31:15	ASUS Laptop		10	Sum	2000	char	161978	1619780
13-12-2017 10:31:46	ASUS Laptop		10	Multiply	0	char	79983494	799834940
