Date	Machine	Compiler Flags	Buffer Size	Operation	Columns	DataType	Time	Time/BufSize
13-12-2017 11:27:16	Raspberry Pi		8.5	Sum	1700	float	181667	2137258.824
13-12-2017 11:28:02	Raspberry Pi		8.5	Multiply	0	float	45688120	537507294.1
13-12-2017 11:28:05	Raspberry Pi		9	Sum	1800	float	193228	2146977.778
13-12-2017 11:28:56	Raspberry Pi		9	Multiply	0	float	50483642	560929333.3
13-12-2017 11:28:59	Raspberry Pi		9.5	Sum	1900	float	200959	2115357.895
13-12-2017 11:29:54	Raspberry Pi		9.5	Multiply	0	float	54684457	575625852.6
13-12-2017 11:29:57	Raspberry Pi		10	Sum	2000	float	213695	2136950
13-12-2017 11:30:56	Raspberry Pi		10	Multiply	0	float	58945741	589457400
13-12-2017 12:36:32	Raspberry Pi		0.5	Sum	100	float	8663	1732600
13-12-2017 12:36:33	Raspberry Pi		0.5	Multiply	0	float	479426	95885200
13-12-2017 12:36:33	Raspberry Pi		1	Sum	200	float	18574	1857400
13-12-2017 12:36:35	Raspberry Pi		1	Multiply	0	float	1590943	159094300
13-12-2017 12:36:35	Raspberry Pi		1.5	Sum	300	float	28294	1886266.667
13-12-2017 12:36:38	Raspberry Pi		1.5	Multiply	0	float	2791911	186127400
13-12-2017 12:36:39	Raspberry Pi		2	Sum	400	float	37796	1889800
13-12-2017 12:36:43	Raspberry Pi		2	Multiply	0	float	4355188	217759400
13-12-2017 12:36:44	Raspberry Pi		2.5	Sum	500	float	48551	1942040
13-12-2017 12:36:50	Raspberry Pi		2.5	Multiply	0	float	6308300	252332000
13-12-2017 12:36:51	Raspberry Pi		3	Sum	600	float	60042	2001400
13-12-2017 12:36:59	Raspberry Pi		3	Multiply	0	float	8399439	279981300
13-12-2017 12:37:01	Raspberry Pi		3.5	Sum	700	float	70656	2018742.857
13-12-2017 12:37:11	Raspberry Pi		3.5	Multiply	0	float	10775640	307875428.6
13-12-2017 12:37:13	Raspberry Pi		4	Sum	800	float	84241	2106025
13-12-2017 12:37:26	Raspberry Pi		4	Multiply	0	float	13358948	333973700
13-12-2017 12:37:28	Raspberry Pi		4.5	Sum	900	float	93452	2076711.111
13-12-2017 12:37:43	Raspberry Pi		4.5	Multiply	0	float	15962479	354721755.6
13-12-2017 12:37:45	Raspberry Pi		5	Sum	1000	float	105522	2110440
13-12-2017 12:38:04	Raspberry Pi		5	Multiply	0	float	18887493	377749840
13-12-2017 12:38:06	Raspberry Pi		5.5	Sum	1100	float	117491	2136200
13-12-2017 12:38:28	Raspberry Pi		5.5	Multiply	0	float	22018039	400328000
13-12-2017 12:38:30	Raspberry Pi		6	Sum	1200	float	129329	2155483.333
13-12-2017 12:38:55	Raspberry Pi		6	Multiply	0	float	25142317	419038600
13-12-2017 12:38:57	Raspberry Pi		6.5	Sum	1300	float	138826	2135784.615
13-12-2017 12:39:26	Raspberry Pi		6.5	Multiply	0	float	29018956	446445476.9
13-12-2017 12:39:29	Raspberry Pi		7	Sum	1400	float	150110	2144428.571
13-12-2017 12:40:02	Raspberry Pi		7	Multiply	0	float	32895601	469937142.9
13-12-2017 12:40:04	Raspberry Pi		7.5	Sum	1500	float	160309	2137453.333
13-12-2017 12:40:43	Raspberry Pi		7.5	Multiply	0	float	38417749	512236640
13-12-2017 12:40:46	Raspberry Pi		8	Sum	1600	float	184347	2304337.5
13-12-2017 12:41:27	Raspberry Pi		8	Multiply	0	float	41434708	517933850
13-12-2017 12:41:30	Raspberry Pi		8.5	Sum	1700	float	181871	2139658.824
13-12-2017 12:42:15	Raspberry Pi		8.5	Multiply	0	float	45168615	531395482.4
13-12-2017 12:42:18	Raspberry Pi		9	Sum	1800	float	190792	2119911.111
13-12-2017 12:43:08	Raspberry Pi		9	Multiply	0	float	49959455	555105066.7
13-12-2017 12:43:11	Raspberry Pi		9.5	Sum	1900	float	200967	2115442.105
13-12-2017 12:44:06	Raspberry Pi		9.5	Multiply	0	float	54709970	575894400
13-12-2017 12:44:10	Raspberry Pi		10	Sum	2000	float	213662	2136620
13-12-2017 12:45:09	Raspberry Pi		10	Multiply	0	float	59241236	592412360
13-12-2017 01:51:08	Raspberry Pi		0.5	Sum	100	float	8302	1660400
13-12-2017 01:51:09	Raspberry Pi		0.5	Multiply	0	float	466347	93269400
13-12-2017 01:51:09	Raspberry Pi		1	Sum	200	float	18005	1800500
13-12-2017 01:51:11	Raspberry Pi		1	Multiply	0	float	1554325	155432500
13-12-2017 01:51:11	Raspberry Pi		1.5	Sum	300	float	27515	1834333.333
13-12-2017 01:51:14	Raspberry Pi		1.5	Multiply	0	float	2711882	180792133.3
13-12-2017 01:51:14	Raspberry Pi		2	Sum	400	float	36663	1833150
13-12-2017 01:51:19	Raspberry Pi		2	Multiply	0	float	4210154	210507700
13-12-2017 01:51:19	Raspberry Pi		2.5	Sum	500	float	47828	1913120
13-12-2017 01:51:26	Raspberry Pi		2.5	Multiply	0	float	6239978	249599120
13-12-2017 01:51:27	Raspberry Pi		3	Sum	600	float	58990	1966333.333
13-12-2017 01:51:35	Raspberry Pi		3	Multiply	0	float	8299509	276650300
13-12-2017 01:51:36	Raspberry Pi		3.5	Sum	700	float	69604	1988685.714
13-12-2017 01:51:47	Raspberry Pi		3.5	Multiply	0	float	10642182	304062342.9
13-12-2017 01:51:48	Raspberry Pi		4	Sum	800	float	83092	2077300
13-12-2017 01:52:01	Raspberry Pi		4	Multiply	0	float	13167444	329186100
13-12-2017 01:52:03	Raspberry Pi		4.5	Sum	900	float	92163	2048066.667
13-12-2017 01:52:18	Raspberry Pi		4.5	Multiply	0	float	15722302	349384488.9
13-12-2017 01:52:20	Raspberry Pi		5	Sum	1000	float	104026	2080520
13-12-2017 01:52:39	Raspberry Pi		5	Multiply	0	float	18607864	372157280
13-12-2017 01:52:40	Raspberry Pi		5.5	Sum	1100	float	115890	2107090.909
13-12-2017 01:53:02	Raspberry Pi		5.5	Multiply	0	float	21700602	394556400
13-12-2017 01:53:04	Raspberry Pi		6	Sum	1200	float	127796	2129933.333
13-12-2017 01:53:29	Raspberry Pi		6	Multiply	0	float	24771141	412852333.3
13-12-2017 01:53:31	Raspberry Pi		6.5	Sum	1300	float	137029	2108138.462
13-12-2017 01:54:00	Raspberry Pi		6.5	Multiply	0	float	28636728	440565046.2
13-12-2017 01:54:02	Raspberry Pi		7	Sum	1400	float	148197	2117100
13-12-2017 01:54:35	Raspberry Pi		7	Multiply	0	float	32456957	463670800
13-12-2017 01:54:37	Raspberry Pi		7.5	Sum	1500	float	158218	2109573.333
13-12-2017 01:55:15	Raspberry Pi		7.5	Multiply	0	float	37913416	505512213.3
13-12-2017 01:55:18	Raspberry Pi		8	Sum	1600	float	182484	2281050
13-12-2017 01:55:59	Raspberry Pi		8	Multiply	0	float	40880900	511011250
13-12-2017 01:56:02	Raspberry Pi		8.5	Sum	1700	float	179328	2109741.176
13-12-2017 01:56:47	Raspberry Pi		8.5	Multiply	0	float	45091311	530486023.5
13-12-2017 01:56:50	Raspberry Pi		9	Sum	1800	float	190761	2119566.667
13-12-2017 01:57:40	Raspberry Pi		9	Multiply	0	float	49945212	554946800
13-12-2017 01:57:43	Raspberry Pi		9.5	Sum	1900	float	200998	2115768.421
13-12-2017 01:58:38	Raspberry Pi		9.5	Multiply	0	float	54707803	575871621.1
13-12-2017 01:58:41	Raspberry Pi		10	Sum	2000	float	213574	2135740
13-12-2017 01:59:40	Raspberry Pi		10	Multiply	0	float	59251265	592512640
13-12-2017 03:05:46	Raspberry Pi		0.5	Sum	100	float	8602	1720400
13-12-2017 03:05:46	Raspberry Pi		0.5	Multiply	0	float	479414	95882800
13-12-2017 03:05:46	Raspberry Pi		1	Sum	200	float	18608	1860800
13-12-2017 03:05:48	Raspberry Pi		1	Multiply	0	float	1588993	158899300
13-12-2017 03:05:48	Raspberry Pi		1.5	Sum	300	float	28351	1890066.667
13-12-2017 03:05:51	Raspberry Pi		1.5	Multiply	0	float	2807343	187156200
13-12-2017 03:05:52	Raspberry Pi		2	Sum	400	float	37618	1880900
13-12-2017 03:05:56	Raspberry Pi		2	Multiply	0	float	4343958	217197900
13-12-2017 03:05:57	Raspberry Pi		2.5	Sum	500	float	48569	1942760
13-12-2017 03:06:03	Raspberry Pi		2.5	Multiply	0	float	6302795	252111800
13-12-2017 03:06:04	Raspberry Pi		3	Sum	600	float	59839	1994633.333
13-12-2017 03:06:13	Raspberry Pi		3	Multiply	0	float	8418481	280616033.3
13-12-2017 03:06:14	Raspberry Pi		3.5	Sum	700	float	70568	2016228.571
13-12-2017 03:06:25	Raspberry Pi		3.5	Multiply	0	float	10776296	307894171.4
13-12-2017 03:06:26	Raspberry Pi		4	Sum	800	float	84059	2101475
13-12-2017 03:06:39	Raspberry Pi		4	Multiply	0	float	13390824	334770600
13-12-2017 03:06:41	Raspberry Pi		4.5	Sum	900	float	93338	2074177.778
13-12-2017 03:06:57	Raspberry Pi		4.5	Multiply	0	float	15912763	353616955.6
13-12-2017 03:06:58	Raspberry Pi		5	Sum	1000	float	105361	2107220
13-12-2017 03:07:17	Raspberry Pi		5	Multiply	0	float	18898052	377961040
13-12-2017 03:07:19	Raspberry Pi		5.5	Sum	1100	float	117464	2135709.091
13-12-2017 03:07:41	Raspberry Pi		5.5	Multiply	0	float	21992269	399859418.2
13-12-2017 03:07:43	Raspberry Pi		6	Sum	1200	float	129358	2155966.667
13-12-2017 03:08:08	Raspberry Pi		6	Multiply	0	float	25161416	419356933.3
13-12-2017 03:08:11	Raspberry Pi		6.5	Sum	1300	float	138823	2135738.462
13-12-2017 03:08:40	Raspberry Pi		6.5	Multiply	0	float	28958508	445515507.7
13-12-2017 03:08:42	Raspberry Pi		7	Sum	1400	float	150144	2144914.286
13-12-2017 03:09:15	Raspberry Pi		7	Multiply	0	float	32902098	470029971.4
13-12-2017 03:09:17	Raspberry Pi		7.5	Sum	1500	float	160278	2137040
13-12-2017 03:09:56	Raspberry Pi		7.5	Multiply	0	float	38456891	512758560
13-12-2017 03:09:59	Raspberry Pi		8	Sum	1600	float	184894	2311175
13-12-2017 03:10:40	Raspberry Pi		8	Multiply	0	float	41047502	513093800
13-12-2017 03:10:43	Raspberry Pi		8.5	Sum	1700	float	179273	2109094.118
13-12-2017 03:11:28	Raspberry Pi		8.5	Multiply	0	float	45098660	530572470.6
13-12-2017 03:11:31	Raspberry Pi		9	Sum	1800	float	190674	2118600
13-12-2017 03:12:21	Raspberry Pi		9	Multiply	0	float	49934114	554823466.7
13-12-2017 03:12:24	Raspberry Pi		9.5	Sum	1900	float	200874	2114463.158
13-12-2017 03:13:19	Raspberry Pi		9.5	Multiply	0	float	54686124	575643410.5
13-12-2017 03:13:22	Raspberry Pi		10	Sum	2000	float	213512	2135120
13-12-2017 03:14:21	Raspberry Pi		10	Multiply	0	float	59239672	592396720
13-12-2017 04:20:19	Raspberry Pi		0.5	Sum	100	float	8654	1730800
13-12-2017 04:20:20	Raspberry Pi		0.5	Multiply	0	float	479482	95896400
13-12-2017 04:20:20	Raspberry Pi		1	Sum	200	float	18575	1857500
13-12-2017 04:20:22	Raspberry Pi		1	Multiply	0	float	1440582	144058200
13-12-2017 04:20:22	Raspberry Pi		1.5	Sum	300	float	28341	1889400
13-12-2017 04:20:25	Raspberry Pi		1.5	Multiply	0	float	2739637	182642466.7
13-12-2017 04:20:25	Raspberry Pi		2	Sum	400	float	37800	1890000
13-12-2017 04:20:30	Raspberry Pi		2	Multiply	0	float	4301207	215060350
13-12-2017 04:20:30	Raspberry Pi		2.5	Sum	500	float	47796	1911840
13-12-2017 04:20:37	Raspberry Pi		2.5	Multiply	0	float	6265957	250638280
13-12-2017 04:20:38	Raspberry Pi		3	Sum	600	float	58949	1964966.667
13-12-2017 04:20:46	Raspberry Pi		3	Multiply	0	float	8326775	277559166.7
13-12-2017 04:20:47	Raspberry Pi		3.5	Sum	700	float	69564	1987542.857
13-12-2017 04:20:58	Raspberry Pi		3.5	Multiply	0	float	10619138	303403942.9
13-12-2017 04:20:59	Raspberry Pi		4	Sum	800	float	83062	2076550
13-12-2017 04:21:12	Raspberry Pi		4	Multiply	0	float	13136297	328407425
13-12-2017 04:21:14	Raspberry Pi		4.5	Sum	900	float	92065	2045888.889
13-12-2017 04:21:29	Raspberry Pi		4.5	Multiply	0	float	15714483	349210733.3
13-12-2017 04:21:31	Raspberry Pi		5	Sum	1000	float	103923	2078460
13-12-2017 04:21:50	Raspberry Pi		5	Multiply	0	float	18613341	372266800
13-12-2017 04:21:51	Raspberry Pi		5.5	Sum	1100	float	115806	2105563.636
13-12-2017 04:22:13	Raspberry Pi		5.5	Multiply	0	float	21693543	394428072.7
13-12-2017 04:22:15	Raspberry Pi		6	Sum	1200	float	127738	2128966.667
13-12-2017 04:22:40	Raspberry Pi		6	Multiply	0	float	24796864	413281066.7
13-12-2017 04:22:42	Raspberry Pi		6.5	Sum	1300	float	136981	2107400
13-12-2017 04:23:11	Raspberry Pi		6.5	Multiply	0	float	28587132	439802030.8
13-12-2017 04:23:13	Raspberry Pi		7	Sum	1400	float	148136	2116228.571
13-12-2017 04:23:46	Raspberry Pi		7	Multiply	0	float	32452979	463614000
13-12-2017 04:23:48	Raspberry Pi		7.5	Sum	1500	float	158163	2108840
13-12-2017 04:24:26	Raspberry Pi		7.5	Multiply	0	float	37973716	506316213.3
13-12-2017 04:24:29	Raspberry Pi		8	Sum	1600	float	181985	2274812.5
13-12-2017 04:25:10	Raspberry Pi		8	Multiply	0	float	40893904	511173800
13-12-2017 04:25:13	Raspberry Pi		8.5	Sum	1700	float	179352	2110023.529
13-12-2017 04:25:58	Raspberry Pi		8.5	Multiply	0	float	45107977	530682070.6
13-12-2017 04:26:01	Raspberry Pi		9	Sum	1800	float	190853	2120588.889
13-12-2017 04:26:51	Raspberry Pi		9	Multiply	0	float	49933628	554818088.9
13-12-2017 04:26:54	Raspberry Pi		9.5	Sum	1900	float	200973	2115505.263
13-12-2017 04:27:49	Raspberry Pi		9.5	Multiply	0	float	54688042	575663578.9
13-12-2017 04:27:52	Raspberry Pi		10	Sum	2000	float	213638	2136380
13-12-2017 04:28:51	Raspberry Pi		10	Multiply	0	float	59218735	592187360
13-12-2017 05:35:07	Raspberry Pi		0.5	Sum	100	float	8634	1726800
13-12-2017 05:35:07	Raspberry Pi		0.5	Multiply	0	float	481686	96337200
13-12-2017 05:35:07	Raspberry Pi		1	Sum	200	float	18573	1857300
13-12-2017 05:35:09	Raspberry Pi		1	Multiply	0	float	1595464	159546400
13-12-2017 05:35:09	Raspberry Pi		1.5	Sum	300	float	28338	1889200
13-12-2017 05:35:12	Raspberry Pi		1.5	Multiply	0	float	2793800	186253333.3
13-12-2017 05:35:13	Raspberry Pi		2	Sum	400	float	37747	1887350
13-12-2017 05:35:17	Raspberry Pi		2	Multiply	0	float	4339857	216992850
13-12-2017 05:35:18	Raspberry Pi		2.5	Sum	500	float	48608	1944320
13-12-2017 05:35:24	Raspberry Pi		2.5	Multiply	0	float	6353118	254124720
13-12-2017 05:35:25	Raspberry Pi		3	Sum	600	float	59832	1994400
13-12-2017 05:35:34	Raspberry Pi		3	Multiply	0	float	8421941	280731366.7
13-12-2017 05:35:35	Raspberry Pi		3.5	Sum	700	float	70581	2016600
13-12-2017 05:35:45	Raspberry Pi		3.5	Multiply	0	float	10767860	307653142.9
13-12-2017 05:35:47	Raspberry Pi		4	Sum	800	float	84009	2100225
13-12-2017 05:36:00	Raspberry Pi		4	Multiply	0	float	13384050	334601250
13-12-2017 05:36:02	Raspberry Pi		4.5	Sum	900	float	93308	2073511.111
13-12-2017 05:36:18	Raspberry Pi		4.5	Multiply	0	float	15923515	353855888.9
13-12-2017 05:36:19	Raspberry Pi		5	Sum	1000	float	105203	2104060
13-12-2017 05:36:38	Raspberry Pi		5	Multiply	0	float	18826020	376520400
13-12-2017 05:36:40	Raspberry Pi		5.5	Sum	1100	float	117581	2137836.364
13-12-2017 05:37:02	Raspberry Pi		5.5	Multiply	0	float	22068508	401245600
13-12-2017 05:37:04	Raspberry Pi		6	Sum	1200	float	129355	2155916.667
13-12-2017 05:37:29	Raspberry Pi		6	Multiply	0	float	25138674	418977900
13-12-2017 05:37:32	Raspberry Pi		6.5	Sum	1300	float	138934	2137446.154
13-12-2017 05:38:01	Raspberry Pi		6.5	Multiply	0	float	28981705	445872369.2
13-12-2017 05:38:03	Raspberry Pi		7	Sum	1400	float	148129	2116128.571
13-12-2017 05:38:35	Raspberry Pi		7	Multiply	0	float	32447549	463536400
13-12-2017 05:38:38	Raspberry Pi		7.5	Sum	1500	float	158131	2108413.333
13-12-2017 05:39:16	Raspberry Pi		7.5	Multiply	0	float	37912647	505501973.3
13-12-2017 05:39:19	Raspberry Pi		8	Sum	1600	float	182888	2286100
13-12-2017 05:40:00	Raspberry Pi		8	Multiply	0	float	40892819	511160250
13-12-2017 05:40:02	Raspberry Pi		8.5	Sum	1700	float	179336	2109835.294
13-12-2017 05:40:48	Raspberry Pi		8.5	Multiply	0	float	45088390	530451670.6
13-12-2017 05:40:51	Raspberry Pi		9	Sum	1800	float	190702	2118911.111
13-12-2017 05:41:41	Raspberry Pi		9	Multiply	0	float	49947598	554973333.3
13-12-2017 05:41:44	Raspberry Pi		9.5	Sum	1900	float	200882	2114547.368
13-12-2017 05:42:38	Raspberry Pi		9.5	Multiply	0	float	54706503	575857936.8
13-12-2017 05:42:42	Raspberry Pi		10	Sum	2000	float	213585	2135850
13-12-2017 05:43:41	Raspberry Pi		10	Multiply	0	float	59197395	591973960
13-12-2017 06:49:43	Raspberry Pi		0.5	Sum	100	float	8487	1697400
13-12-2017 06:49:43	Raspberry Pi		0.5	Multiply	0	float	479262	95852400
13-12-2017 06:49:44	Raspberry Pi		1	Sum	200	float	18261	1826100
13-12-2017 06:49:45	Raspberry Pi		1	Multiply	0	float	1578082	157808200
13-12-2017 06:49:46	Raspberry Pi		1.5	Sum	300	float	27863	1857533.333
13-12-2017 06:49:48	Raspberry Pi		1.5	Multiply	0	float	2755493	183699533.3
13-12-2017 06:49:49	Raspberry Pi		2	Sum	400	float	37157	1857850
13-12-2017 06:49:53	Raspberry Pi		2	Multiply	0	float	4304585	215229250
13-12-2017 06:49:54	Raspberry Pi		2.5	Sum	500	float	47845	1913800
13-12-2017 06:50:00	Raspberry Pi		2.5	Multiply	0	float	6243703	249748120
13-12-2017 06:50:01	Raspberry Pi		3	Sum	600	float	58919	1963966.667
13-12-2017 06:50:10	Raspberry Pi		3	Multiply	0	float	8262740	275424666.7
13-12-2017 06:50:11	Raspberry Pi		3.5	Sum	700	float	69543	1986942.857
13-12-2017 06:50:21	Raspberry Pi		3.5	Multiply	0	float	10609177	303119342.9
13-12-2017 06:50:23	Raspberry Pi		4	Sum	800	float	83155	2078875
13-12-2017 06:50:36	Raspberry Pi		4	Multiply	0	float	13199367	329984175
13-12-2017 06:50:37	Raspberry Pi		4.5	Sum	900	float	92097	2046600
13-12-2017 06:50:53	Raspberry Pi		4.5	Multiply	0	float	15741695	349815444.4
13-12-2017 06:50:55	Raspberry Pi		5	Sum	1000	float	104090	2081800
13-12-2017 06:51:13	Raspberry Pi		5	Multiply	0	float	18594007	371880160
13-12-2017 06:51:15	Raspberry Pi		5.5	Sum	1100	float	115925	2107727.273
13-12-2017 06:51:37	Raspberry Pi		5.5	Multiply	0	float	21734552	395173672.7
13-12-2017 06:51:39	Raspberry Pi		6	Sum	1200	float	127743	2129050
13-12-2017 06:52:04	Raspberry Pi		6	Multiply	0	float	24791623	413193733.3
13-12-2017 06:52:06	Raspberry Pi		6.5	Sum	1300	float	136939	2106753.846
13-12-2017 06:52:34	Raspberry Pi		6.5	Multiply	0	float	28590514	439854061.5
13-12-2017 06:52:37	Raspberry Pi		7	Sum	1400	float	148157	2116528.571
13-12-2017 06:53:09	Raspberry Pi		7	Multiply	0	float	32460729	463724685.7
13-12-2017 06:53:12	Raspberry Pi		7.5	Sum	1500	float	158192	2109226.667
13-12-2017 06:53:50	Raspberry Pi		7.5	Multiply	0	float	37895576	505274346.7
13-12-2017 06:53:53	Raspberry Pi		8	Sum	1600	float	182378	2279725
13-12-2017 06:54:34	Raspberry Pi		8	Multiply	0	float	41444748	518059350
13-12-2017 06:54:37	Raspberry Pi		8.5	Sum	1700	float	181706	2137717.647
13-12-2017 06:55:23	Raspberry Pi		8.5	Multiply	0	float	45702947	537681741.2
13-12-2017 06:55:26	Raspberry Pi		9	Sum	1800	float	193348	2148311.111
13-12-2017 06:56:16	Raspberry Pi		9	Multiply	0	float	50584867	562054088.9
13-12-2017 06:56:20	Raspberry Pi		9.5	Sum	1900	float	198845	2093105.263
13-12-2017 06:57:14	Raspberry Pi		9.5	Multiply	0	float	54629588	575048294.7
13-12-2017 06:57:18	Raspberry Pi		10	Sum	2000	float	213696	2136960
13-12-2017 06:58:17	Raspberry Pi		10	Multiply	0	float	59213339	592133400
13-12-2017 08:04:28	Raspberry Pi		0.5	Sum	100	float	8531	1706200
13-12-2017 08:04:28	Raspberry Pi		0.5	Multiply	0	float	471910	94382000
13-12-2017 08:04:28	Raspberry Pi		1	Sum	200	float	18235	1823500
13-12-2017 08:04:30	Raspberry Pi		1	Multiply	0	float	1568331	156833100
13-12-2017 08:04:30	Raspberry Pi		1.5	Sum	300	float	27812	1854133.333
13-12-2017 08:04:33	Raspberry Pi		1.5	Multiply	0	float	2793930	186262000
13-12-2017 08:04:34	Raspberry Pi		2	Sum	400	float	37806	1890300
13-12-2017 08:04:38	Raspberry Pi		2	Multiply	0	float	4373378	218668900
13-12-2017 08:04:39	Raspberry Pi		2.5	Sum	500	float	48590	1943600
13-12-2017 08:04:45	Raspberry Pi		2.5	Multiply	0	float	6355837	254233480
13-12-2017 08:04:46	Raspberry Pi		3	Sum	600	float	59865	1995500
13-12-2017 08:04:55	Raspberry Pi		3	Multiply	0	float	8441281	281376033.3
13-12-2017 08:04:56	Raspberry Pi		3.5	Sum	700	float	70497	2014200
13-12-2017 08:05:07	Raspberry Pi		3.5	Multiply	0	float	10752216	307206171.4
13-12-2017 08:05:08	Raspberry Pi		4	Sum	800	float	84102	2102550
13-12-2017 08:05:21	Raspberry Pi		4	Multiply	0	float	13376323	334408075
13-12-2017 08:05:23	Raspberry Pi		4.5	Sum	900	float	93312	2073600
13-12-2017 08:05:39	Raspberry Pi		4.5	Multiply	0	float	15944872	354330488.9
13-12-2017 08:05:40	Raspberry Pi		5	Sum	1000	float	105138	2102760
13-12-2017 08:05:59	Raspberry Pi		5	Multiply	0	float	18866491	377329840
13-12-2017 08:06:01	Raspberry Pi		5.5	Sum	1100	float	117467	2135763.636
13-12-2017 08:06:23	Raspberry Pi		5.5	Multiply	0	float	22021965	400399345.5
13-12-2017 08:06:25	Raspberry Pi		6	Sum	1200	float	129540	2159000
13-12-2017 08:06:50	Raspberry Pi		6	Multiply	0	float	25125094	418751566.7
13-12-2017 08:06:53	Raspberry Pi		6.5	Sum	1300	float	139111	2140169.231
13-12-2017 08:07:22	Raspberry Pi		6.5	Multiply	0	float	28985758	445934738.5
13-12-2017 08:07:24	Raspberry Pi		7	Sum	1400	float	150057	2143671.429
13-12-2017 08:07:57	Raspberry Pi		7	Multiply	0	float	32918984	470271200
13-12-2017 08:07:59	Raspberry Pi		7.5	Sum	1500	float	160241	2136546.667
13-12-2017 08:08:38	Raspberry Pi		7.5	Multiply	0	float	38438342	512511253.3
13-12-2017 08:08:41	Raspberry Pi		8	Sum	1600	float	185988	2324850
13-12-2017 08:09:22	Raspberry Pi		8	Multiply	0	float	41451682	518146000
13-12-2017 08:09:25	Raspberry Pi		8.5	Sum	1700	float	181650	2137058.824
13-12-2017 08:10:11	Raspberry Pi		8.5	Multiply	0	float	45671277	537309129.4
13-12-2017 08:10:14	Raspberry Pi		9	Sum	1800	float	193157	2146188.889
13-12-2017 08:11:05	Raspberry Pi		9	Multiply	0	float	50587915	562087955.6
13-12-2017 08:11:08	Raspberry Pi		9.5	Sum	1900	float	203489	2141989.474
13-12-2017 08:12:03	Raspberry Pi		9.5	Multiply	0	float	55396474	583120757.9
13-12-2017 08:12:07	Raspberry Pi		10	Sum	2000	float	216368	2163680
13-12-2017 08:13:07	Raspberry Pi		10	Multiply	0	float	59983444	599834440
13-12-2017 09:19:42	Raspberry Pi		0.5	Sum	100	float	8386	1677200
13-12-2017 09:19:43	Raspberry Pi		0.5	Multiply	0	float	468943	93788600
13-12-2017 09:19:43	Raspberry Pi		1	Sum	200	float	18068	1806800
13-12-2017 09:19:45	Raspberry Pi		1	Multiply	0	float	1517279	151727900
13-12-2017 09:19:45	Raspberry Pi		1.5	Sum	300	float	27524	1834933.333
13-12-2017 09:19:48	Raspberry Pi		1.5	Multiply	0	float	2665458	177697200
13-12-2017 09:19:48	Raspberry Pi		2	Sum	400	float	37157	1857850
13-12-2017 09:19:53	Raspberry Pi		2	Multiply	0	float	4280575	214028750
13-12-2017 09:19:53	Raspberry Pi		2.5	Sum	500	float	47271	1890840
13-12-2017 09:20:00	Raspberry Pi		2.5	Multiply	0	float	6131574	245262960
13-12-2017 09:20:00	Raspberry Pi		3	Sum	600	float	58296	1943200
13-12-2017 09:20:09	Raspberry Pi		3	Multiply	0	float	8208675	273622500
13-12-2017 09:20:10	Raspberry Pi		3.5	Sum	700	float	68748	1964228.571
13-12-2017 09:20:20	Raspberry Pi		3.5	Multiply	0	float	10567784	301936685.7
13-12-2017 09:20:22	Raspberry Pi		4	Sum	800	float	83073	2076825
13-12-2017 09:20:35	Raspberry Pi		4	Multiply	0	float	13158116	328952900
13-12-2017 09:20:36	Raspberry Pi		4.5	Sum	900	float	92284	2050755.556
13-12-2017 09:20:52	Raspberry Pi		4.5	Multiply	0	float	15717706	349282355.6
13-12-2017 09:20:54	Raspberry Pi		5	Sum	1000	float	104153	2083060
13-12-2017 09:21:12	Raspberry Pi		5	Multiply	0	float	18584281	371685600
13-12-2017 09:21:14	Raspberry Pi		5.5	Sum	1100	float	115864	2106618.182
13-12-2017 09:21:36	Raspberry Pi		5.5	Multiply	0	float	21726817	395033018.2
13-12-2017 09:21:38	Raspberry Pi		6	Sum	1200	float	127786	2129766.667
13-12-2017 09:22:03	Raspberry Pi		6	Multiply	0	float	24814415	413573600
13-12-2017 09:22:05	Raspberry Pi		6.5	Sum	1300	float	136982	2107415.385
13-12-2017 09:22:34	Raspberry Pi		6.5	Multiply	0	float	28602081	440032000
13-12-2017 09:22:36	Raspberry Pi		7	Sum	1400	float	148187	2116957.143
13-12-2017 09:23:08	Raspberry Pi		7	Multiply	0	float	32438172	463402457.1
13-12-2017 09:23:11	Raspberry Pi		7.5	Sum	1500	float	158188	2109173.333
13-12-2017 09:23:49	Raspberry Pi		7.5	Multiply	0	float	37920906	505612053.3
13-12-2017 09:23:52	Raspberry Pi		8	Sum	1600	float	182543	2281787.5
13-12-2017 09:24:33	Raspberry Pi		8	Multiply	0	float	40898247	511228100
13-12-2017 09:24:35	Raspberry Pi		8.5	Sum	1700	float	179406	2110658.824
13-12-2017 09:25:21	Raspberry Pi		8.5	Multiply	0	float	45104576	530642070.6
13-12-2017 09:25:24	Raspberry Pi		9	Sum	1800	float	190834	2120377.778
13-12-2017 09:26:14	Raspberry Pi		9	Multiply	0	float	49955404	555060044.4
13-12-2017 09:26:17	Raspberry Pi		9.5	Sum	1900	float	201010	2115894.737
13-12-2017 09:27:12	Raspberry Pi		9.5	Multiply	0	float	54705515	575847536.8
13-12-2017 09:27:15	Raspberry Pi		10	Sum	2000	float	213851	2138510
13-12-2017 09:28:14	Raspberry Pi		10	Multiply	0	float	58905591	589055920
13-12-2017 10:33:59	Raspberry Pi		0.5	Sum	100	float	8278	1655600
13-12-2017 10:34:00	Raspberry Pi		0.5	Multiply	0	float	472250	94450000
